Gene	XLOC	TAIR_ID	Annotation	Protoplasts_FPKM	Protonema_FPKM	Gametophores_FPKM	Gametophores_Protoplasts_fold_change	Protonema_Protoplasts_fold_change	Gametophores_Protonema_fold_change
Pp1s17_293V6	XLOC_008689	AT1G55910	zinc transporter 11 precursor	18.927	41.3045	59.2556	1.6465057469298203	1.1258532108317574	0
Pp1s66_191V6	XLOC_030922	AT1G18450	actin-related protein 4	15.0308	16.9384	23.3568	0.6359208338568701	0	0
Pp1s66_192V6	XLOC_030922	N/A	N/A	15.0308	16.9384	23.3568	0.6359208338568701	0	0
Pp1s29_47V6	XLOC_018343	AT3G09085	Protein of unknown function (DUF962)	28.9614	5.38728	6.92313	-2.0646350003593756	-2.4265023890056336	0
Pp1s85_11V6	XLOC_034232	AT1G53540	HSP20-like chaperones superfamily protein	408.968	90.9391	79.6964	-2.3594015006469173	-2.1690153315574965	0
Pp1s323_41V6	XLOC_020721	N/A	N/A	183.224	28.2596	28.756	0	-2.6967955400784045	0
Pp1s327_39V6	XLOC_020861	AT2G35585	N/A	6.41538	24.6522	34.8347	2.4409185110897225	1.942109773040093	0
Pp1s327_41V6	XLOC_020861	AT2G35585	N/A	6.41538	24.6522	34.8347	2.4409185110897225	1.942109773040093	0
Pp1s103_119V6	XLOC_001108	N/A	N/A	41.8397	22.9244	263.098	2.652655869278393	-0.8679885324986897	3.5206444017770826
Pp1s130_149V6	XLOC_004469	AT2G33490	hydroxyproline-rich glycoprotein family protein	16.5366	13.3179	19.1286	0	0	0.5223646758180144
Pp1s323_19V6	XLOC_020720	AT2G39770	Glucose-1-phosphate adenylyltransferase family protein	46.891	23.0372	10.3584	-2.1785098706068515	-1.0253456677757633	-1.1531642028310884
Pp1s130_106V6	XLOC_004464	AT5G18560	Integrase-type DNA-binding superfamily protein	0.667754	1.39709	0.350198	0	1.0650363435262662	-1.9961822120031243
Pp1s103_99V6	XLOC_001105	AT2G46210	Fatty acid/sphingolipid desaturase	2.14817	6.80567	1.56157	0	1.6636290296067695	-2.123739956148987
Pp1s103_117V6	XLOC_001106	AT3G08010	RNA binding	22.484	26.4252	75.445	1.7465265715252953	0	1.5135109008163627
Pp1s34_207V6	XLOC_021710	AT3G48070	RING/U-box superfamily protein	20.1015	11.1808	19.8396	0	-0.8462797427161715	0.8273595203580586
Pp1s130_82V6	XLOC_004460	AT4G19120	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	158.843	145.16	29.544	-2.426664441029505	0	-2.296706889161083
Pp1s130_89V6	XLOC_004461	AT4G00620	Amino acid dehydrogenase family protein	3.83586	6.26283	3.92479	0	0.7072646522670715	-0.6741992553985762
Pp1s130_97V6	XLOC_004462	N/A	N/A	2.20487	0.0	0.257437	0	-Inf	0
Pp1s103_90V6	XLOC_001103	N/A	N/A	4.27807	7.29884	14.5006	1.7610806027977655	0.7707071067849015	0.9903734960128638
Pp1s236_3V6	XLOC_014872	N/A	N/A	24.8589	2.23021	0.0	-Inf	0	0
-	XLOC_014870	N/A	N/A	0.0	5.58531	27.4276	+Inf	+Inf	0
Pp1s473_1V6	XLOC_027110	N/A	N/A	11.0577	26.2683	47.8706	2.114088552189368	1.248271500486744	0.8658170517026246
Pp1s10_369V6	XLOC_000518	AT5G02870	Ribosomal protein L4/L1 family	134.774	93.5694	60.8032	-1.1483230469572638	-0.5264334975525843	-0.6218895494046799
Pp1s474_4V6	XLOC_027117	AT5G44730	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	9.26058	10.8913	14.2137	0.6181076956818679	0	0
Pp1s10_366V6	XLOC_000516	N/A	N/A	7.48917	0.0	0.0	-Inf	-Inf	0
Pp1s236_27V6	XLOC_014879	AT1G05790	lipase class 3 family protein	2.70378	8.48563	6.83391	1.3377334803359522	1.6500440061749932	0
Pp1s10_348V6	XLOC_000510	AT3G48100	response regulator 5	5.18782	9.64774	15.7102	1.5985012182187834	0.8950626043503297	0
Pp1s10_349V6	XLOC_000510	AT5G07990	Cytochrome P450 superfamily protein	5.18782	9.64774	15.7102	1.5985012182187834	0.8950626043503297	0
Pp1s10_357V6	XLOC_000512	AT4G02080	secretion-associated RAS super family 2	36.0222	49.4123	62.8588	0.8032284364686572	0	0
Pp1s5_381V6	XLOC_027753	AT1G73090	N/A	10.0645	6.72	8.62069	0	-0.5827423634582016	0
Pp1s317_53V6	XLOC_020375	AT1G27435	N/A	13.3946	17.8321	23.991	0.8408417947904001	0	0
Pp1s20_122V6	XLOC_011860	AT3G47120	RNA recognition motif (RRM)-containing protein	5.35821	3.30409	5.25252	0	-0.6974981398548356	0
-	XLOC_006778	N/A	N/A	0.0	0.0	19.2098	+Inf	0	+Inf
-	XLOC_006779	N/A	N/A	0.0	0.0	4.76316	+Inf	0	+Inf
Pp1s169_81V6	XLOC_008536	AT4G39170	Sec14p-like phosphatidylinositol transfer family protein	19.0991	21.6507	6.6052	-1.5318305054044896	0	-1.7127395193667043
Pp1s249_66V6	XLOC_015758	AT5G23290	prefoldin 5	52.9355	76.7307	44.3906	0	0.5355683585835085	-0.7895497075988273
-	XLOC_006774	N/A	N/A	11.9246	22.4385	0.0	-Inf	0	-Inf
-	XLOC_006775	N/A	N/A	33.3377	89.5458	0.0	-Inf	0	-Inf
-	XLOC_006772	N/A	N/A	1.19741	0.0	7.46629	0	0	+Inf
Pp1s169_76V6	XLOC_008533	AT5G30490	N/A	17.0992	5.43595	10.4182	-0.7148227908923898	-1.6533247376924902	0.9385019468001006
Pp1s372_10V6	XLOC_023331	AT5G27700	Ribosomal protein S21e 	424.123	267.985	275.635	-0.621723629362698	-0.6623304711941101	0
-	XLOC_006771	N/A	N/A	1.00999	2.05342	3.16649	1.6485435144831184	0	0
Pp1s534_6V6	XLOC_028519	AT4G24090	N/A	13.7875	17.8724	20.0473	0.5400470596461099	0	0
Pp1s323_85V6	XLOC_020729	AT5G06680	spindle pole body component 98	1.29743	6.07785	1.31103	0	2.2279043666784935	-2.2128603711051187
-	XLOC_026800	N/A	N/A	1.23862	0.153525	3.52409	1.5085171224510732	0	0
Pp1s34_241V6	XLOC_021719	AT3G47930	L-galactono-1,4-lactone dehydrogenase	8.02511	12.2482	7.31222	0	0.6099766733377845	-0.7441883638268297
Pp1s328_30V6	XLOC_020897	AT3G24190	Protein kinase superfamily protein	1.03001	2.80356	2.93597	1.511178882583	1.4446016016837178	0
Pp1s34_238V6	XLOC_021718	AT5G09570	Cox19-like CHCH family protein	97.2872	7.06715	22.3644	-2.121045949515023	-3.7830495676564033	1.6620036181413804
Pp1s53_159V6	XLOC_028453	AT5G56490	D-arabinono-1,4-lactone oxidase family protein	396.834	287.54	27.1353	-3.8702928745529066	0	-3.405519900984575
-	XLOC_022829	N/A	N/A	13.0035	4.30831	3.02202	-2.1053148753392783	-1.5937060225092416	0
Pp1s132_141V6	XLOC_004682	AT2G01270	quiescin-sulfhydryl oxidase 2	5.14692	12.2876	5.866	0	1.2554218940545054	-1.0667541814706212
Pp1s51_278V6	XLOC_028102	AT2G04560	transferases, transferring glycosyl groups	5.4182	5.30615	9.16898	0.7589476024492565	0	0.7890957908268047
Pp1s53_177V6	XLOC_028457	AT1G22520	Domain of unknown function (DUF543)	148.549	76.5544	130.935	0	-0.9563816884985182	0.7742935882649986
Pp1s53_169V6	XLOC_028456	AT3G22660	rRNA processing protein-related	8.76178	10.431	20.102	1.198043150486393	0	0.9464615731088273
Pp1s51_293V6	XLOC_028107	AT5G25940	early nodulin-related	96.0727	24.4056	30.8952	-1.6367438205345781	-1.9769143131535052	0
-	XLOC_004687	N/A	N/A	29.5956	3.53494	14.6841	-1.011127860782766	-3.06562507235025	2.0544972115674835
Pp1s36_358V6	XLOC_022820	AT3G10420	P-loop containing nucleoside triphosphate hydrolases superfamily protein	11.6217	10.0901	7.4185	-0.647621706309682	0	0
-	XLOC_022821	N/A	N/A	0.0	0.0	3.99341	+Inf	0	+Inf
-	XLOC_022822	N/A	N/A	4.43341	17.6204	4.14609	0	1.9907579815416463	-2.087423336424868
Pp1s53_179V6	XLOC_028458	N/A	N/A	11.1358	4.86926	60.9993	2.453587481468347	-1.1934307633802705	3.647018244848618
-	XLOC_022826	N/A	N/A	0.99441	7.19955	0.0	0	0	-Inf
Pp1s77_277V6	XLOC_032943	AT2G32300	uclacyanin 1	612.595	194.316	2.39431	-7.999179826149253	-1.656528894232421	-6.3426509319168325
Pp1s2_63V6	XLOC_011349	AT5G23130	Peptidoglycan-binding LysM domain-containing protein	7.11229	9.17056	4.3143	0	0	-1.0878833351361026
Pp1s2_55V6	XLOC_011348	AT3G01140	myb domain protein 106	0.121659	0.388517	2.91904	4.584579024451722	0	2.909444348543763
Pp1s2_52V6	XLOC_011347	AT1G01430	TRICHOME BIREFRINGENCE-LIKE 25	3.93081	5.69919	5.72947	0	0.5359302589459419	0
Pp1s2_40V6	XLOC_011344	AT5G48380	BAK1-interacting receptor-like kinase 1	1.97083	3.62194	8.66346	2.136139983825332	0.8779593095687909	1.258180674256541
Pp1s2_36V6	XLOC_011343	AT1G04880	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain	73.0234	10.988	20.3426	-1.8438547601151456	-2.73243002729383	0.8885752671786847
Pp1s2_30V6	XLOC_011342	N/A	N/A	8.0061	2.83764	10.6689	0	-1.496408063708869	0
Pp1s2_25V6	XLOC_011341	AT1G04730	P-loop containing nucleoside triphosphate hydrolases superfamily protein	2.37214	5.21459	2.87769	0	1.136364666509034	-0.8576426388130889
Pp1s2_24V6	XLOC_011340	AT2G23810	tetraspanin8	735.737	354.636	92.3429	-2.994117200297018	-1.0528511505927205	-1.9412660497042977
-	XLOC_023481	N/A	N/A	6.68159	5.51029	3.42074	-0.9658830043838861	0	0
Pp1s78_152V6	XLOC_033063	AT5G16600	myb domain protein 43	85.0425	40.2662	32.6685	-1.380283794680443	-1.078614679737323	0
Pp1s78_132V6	XLOC_033060	N/A	N/A	1.08077	0.0547944	0.201978	-2.4197894696910263	0	0
Pp1s158_150V6	XLOC_007418	AT5G01520	RING/U-box superfamily protein	43.0589	12.7955	11.498	-1.9049285284433353	-1.7506749407341344	0
Pp1s78_164V6	XLOC_033066	AT5G23110	Zinc finger, C3HC4 type (RING finger) family protein	27.4188	4.84704	3.73283	-2.876823719854644	-2.499989538648893	0
Pp1s78_167V6	XLOC_033067	AT3G62290	ADP-ribosylation factor A1E	16.9462	5.35688	12.2896	0	-1.6614969174669527	1.1979730762821599
Pp1s78_168V6	XLOC_033067	AT5G37290	ARM repeat superfamily protein	16.9462	5.35688	12.2896	0	-1.6614969174669527	1.1979730762821599
Pp1s78_155V6	XLOC_033064	N/A	N/A	2.37306	0.306242	0.892761	-1.4104026678709214	-2.954004515813423	0
Pp1s377_21V6	XLOC_023486	AT4G29540	bacterial transferase hexapeptide repeat-containing protein	11.2668	19.0992	40.5864	1.8489185601473401	0.7614343909787098	1.0874841691686303
Pp1s377_28V6	XLOC_023488	AT3G10985	senescence associated gene 20	378.417	69.0226	67.4142	-2.4888524866519464	-2.454836177213292	0
Pp1s78_169V6	XLOC_033068	N/A	N/A	26.4112	6.11761	14.7623	-0.8392323381454432	-2.110109809658452	1.2708774715130087
Pp1s78_175V6	XLOC_033069	AT4G36440	N/A	52.4537	18.7585	42.3794	0	-1.48350007262954	1.1758186932748929
Pp1s45_174V6	XLOC_026466	AT2G40800	N/A	2.62811	7.12305	11.1576	2.0859291705154677	1.4384694560952545	0.647459714420213
-	XLOC_007799	N/A	N/A	1.08599	3.13917	1.94474	0	1.5313723407842708	0
Pp1s47_145V6	XLOC_026920	AT5G20260	Exostosin family protein	20.916	13.3161	10.9079	-0.9392335960193479	-0.6514353654498661	0
-	XLOC_007793	N/A	N/A	2.13979	8.70047	2.54681	0	2.023624120752021	-1.7724020034942463
Pp1s324_20V6	XLOC_020755	AT2G24090	Ribosomal protein L35	294.982	260.63	63.0404	-2.226278328904556	0	-2.0476545618602797
Pp1s177_54V6	XLOC_009335	N/A	N/A	1.16091	2.19507	6.31426	2.443357536162209	0	1.5243467196809133
-	XLOC_007790	N/A	N/A	21.3034	5.03386	0.950541	-4.486191034737857	-2.0813467029961004	-2.4048443317417556
-	XLOC_026923	N/A	N/A	2.38197	0.14504	17.8047	2.902030979001878	0	0
Pp1s177_40V6	XLOC_009331	AT5G13300	ARF GTPase-activating protein	5.13628	10.0305	10.4326	1.0223029923597637	0.9655977661248112	0
Pp1s177_41V6	XLOC_009331	N/A	N/A	5.13628	10.0305	10.4326	1.0223029923597637	0.9655977661248112	0
Pp1s45_150V6	XLOC_026461	AT3G01140	myb domain protein 106	4.79881	1.21956	0.00493828	0	-1.9763159556511425	0
Pp1s79_101V6	XLOC_033133	AT4G37850	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	3.69937	7.22566	6.74412	0.8663506050304741	0.9658497692860146	0
Pp1s28_153V6	XLOC_017665	AT3G05090	Transducin/WD40 repeat-like superfamily protein	8.31182	5.74016	31.4556	1.9200805642883336	-0.5340734608745352	2.454154025162869
Pp1s87_3V6	XLOC_034419	N/A	N/A	0.0	0.0	241.326	+Inf	0	+Inf
Pp1s51_66V6	XLOC_027963	AT2G39810	ubiquitin-protein ligases	1.88253	3.43815	3.74283	0.9914566663922276	0.8689596323826451	0
Pp1s97_152V6	XLOC_035931	N/A	N/A	93.1914	6.96356	1.02207	-6.510630911783581	-3.7422998717671683	-2.7683310400164123
Pp1s77_266V6	XLOC_032941	AT1G70600	Ribosomal protein L18e/L15 superfamily protein	903.308	653.186	433.654	-1.0586735688986406	-0.4677241164696418	-0.5909494524289987
Pp1s14_35V6	XLOC_005333	AT3G50880	DNA glycosylase superfamily protein	30.014	22.2833	33.5093	0	0	0.5885986478690728
Pp1s14_33V6	XLOC_005332	AT1G03860	prohibitin 2	26.6663	45.9852	63.3091	1.2473952243181239	0.7861519529489825	0
Pp1s14_31V6	XLOC_005331	AT5G15200	Ribosomal protein S4	238.905	246.212	550.525	1.204371031771376	0	1.1609070014806477
Pp1s14_29V6	XLOC_005330	AT1G08370	decapping 1	16.7906	17.0985	67.7881	2.0133782498865185	0	1.9871622673872493
Pp1s14_49V6	XLOC_005337	AT1G02330	N/A	11.0043	10.3274	34.7179	1.6576123092061914	0	1.7492025946871739
Pp1s14_47V6	XLOC_005336	AT2G26770	plectin-related	3.924	8.24962	91.1574	4.537962829835581	1.0720026248629149	3.465960204972666
-	XLOC_002454	N/A	N/A	2.2492	1.88566	4.31862	0	0	1.1955008081617953
-	XLOC_002459	N/A	N/A	0.0	0.0	73.9355	+Inf	0	+Inf
Pp1s170_9V6	XLOC_008823	AT4G03560	two-pore  channel 1	19.0537	6.99038	8.65613	-1.1382771077884362	-1.4466283906410071	0
Pp1s14_106V6	XLOC_005481	AT4G01660	ABC transporter 1	4.90465	8.98942	18.5944	1.9226461028515616	0.8740778474664674	1.0485682553850941
Pp1s14_103V6	XLOC_005480	N/A	N/A	11.6574	18.3326	23.0116	0.9811152439086065	0.6531653550168346	0
Pp1s14_109V6	XLOC_005482	AT5G17640	Protein of unknown function (DUF1005)	6.59767	10.8339	14.2796	1.1139270425819452	0.7155241549013497	0
Pp1s22_154V6	XLOC_013617	AT4G18372	Small nuclear ribonucleoprotein family protein	24.0887	16.4771	12.5009	-0.9463245722558449	0	0
Pp1s375_28V6	XLOC_023414	AT5G06410	DNAJ heat shock N-terminal domain-containing protein	1.41534	4.61413	7.99165	2.4973447346026187	1.7049099854979495	0.7924347491046694
Pp1s22_146V6	XLOC_013615	AT5G02310	proteolysis 6	53.053	27.3693	65.4883	0	-0.9548757971900964	1.258678644193201
Pp1s22_139V6	XLOC_013614	AT1G15730	Cobalamin biosynthesis CobW-like protein	7.95309	6.7903	15.0084	0.9161827816314553	0	1.144222963590414
Pp1s22_138V6	XLOC_013613	AT5G48930	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase	0.480927	0.572304	3.85848	3.0041427989427354	0	2.7531790322645455
Pp1s45_188V6	XLOC_026468	AT3G44890	ribosomal protein L9	123.639	116.681	35.1026	-1.8164840927638461	0	-1.732919857856163
Pp1s45_190V6	XLOC_026468	AT3G44890	ribosomal protein L9	123.639	116.681	35.1026	-1.8164840927638461	0	-1.732919857856163
Pp1s45_191V6	XLOC_026469	AT3G05590	ribosomal protein L18	698.428	545.149	416.446	-0.7459819624476304	0	0
Pp1s150_52V6	XLOC_006827	AT1G15340	methyl-CPG-binding domain 10	13.89	16.5269	83.0918	2.580659510852622	0	2.329889970783503
Pp1s150_43V6	XLOC_006825	AT4G27990	YGGT family protein	8.28759	3.18393	13.7313	0.728443680437146	-1.3801440144254422	2.108587694862588
Pp1s158_195V6	XLOC_007429	N/A	N/A	87.2714	25.8059	26.6881	-1.70931234126307	-1.7578079943655276	0
Pp1s150_29V6	XLOC_006823	AT4G39120	myo-inositol monophosphatase like 2	15.5247	22.1744	7.28252	-1.0920557264512292	0.5143296782698649	-1.6063854047210941
Pp1s179_1V6	XLOC_009487	AT3G54170	FKBP12 interacting protein 37	6.64516	10.3538	19.1104	1.5239821339237352	0.6397845138733006	0.8841976200504346
Pp1s150_22V6	XLOC_006821	AT2G37550	ARF-GAP domain 7	32.6451	31.3072	16.9534	-0.9452918263035451	0	-0.8849198504489453
Pp1s158_184V6	XLOC_007425	AT1G61065	Protein of unknown function (DUF1218)	0.364844	2.62029	11.0074	4.915050199236965	2.844374857152295	2.0706753420846695
Pp1s179_2V6	XLOC_009488	N/A	N/A	9.1304	0.0	0.0	-Inf	-Inf	0
Pp1s158_188V6	XLOC_007427	AT5G54390	HAL2-like	0.72422	2.09516	2.20113	1.6037444303175947	1.5325604978530314	0
Pp1s322_34V6	XLOC_020685	AT1G11960	ERD (early-responsive to dehydration stress) family protein	9.2062	0.900659	0.906262	-3.3446056864428995	-3.3535528913538224	0
Pp1s158_160V6	XLOC_007421	AT4G35300	tonoplast monosaccharide transporter2	21.9262	29.9071	47.0388	1.1011954541064968	0	0.6533632327454111
Pp1s165_62V6	XLOC_008229	N/A	N/A	6.2291	12.2775	17.2961	1.4733511310749052	0.9789211842407445	0
Pp1s165_63V6	XLOC_008229	AT4G20460	NAD(P)-binding Rossmann-fold superfamily protein	6.2291	12.2775	17.2961	1.4733511310749052	0.9789211842407445	0
Pp1s150_57V6	XLOC_006828	N/A	N/A	98.8946	119.103	6.77893	-3.8667622682637486	0	-4.135008369011596
Pp1s150_58V6	XLOC_006829	AT3G55000	tonneau family protein	24.5772	30.0893	39.7625	0.6940879032190591	0	0
Pp1s200_112V6	XLOC_011969	AT3G20050	T-complex protein 1 alpha subunit	3.60586	13.871	3.40869	0	1.9436565100752243	-2.0247824933585004
Pp1s200_107V6	XLOC_011968	AT1G25440	B-box type zinc finger protein with CCT domain	1.79416	5.98655	3.44001	0.9391042058283819	1.7384162761164	-0.7993120702880181
Pp1s59_188V6	XLOC_029604	AT1G07920	GTP binding Elongation factor Tu family protein	53.793	35.8004	95.9616	0.8350387630525801	-0.5874427424213252	1.4224815054739053
Pp1s200_95V6	XLOC_011963	N/A	N/A	80.0902	25.7938	29.7712	-1.427708348279589	-1.6346013925020761	0
Pp1s200_88V6	XLOC_011960	AT4G16310	LSD1-like 3	18.9039	16.3589	27.3427	0	0	0.7410799689834381
Pp1s200_101V6	XLOC_011966	AT1G21600	plastid transcriptionally active 6	14.2278	32.7484	23.958	0.7517948780952889	1.2027118224076907	0
Pp1s138_42V6	XLOC_005157	AT1G49670	ARP protein (REF)	34.6107	19.099	17.6139	-0.9745037398845638	-0.8577210177351068	0
Pp1s138_41V6	XLOC_005156	N/A	N/A	2.3583	5.56567	6.05392	1.3601223550548647	1.2388081152247732	0
Pp1s138_38V6	XLOC_005155	AT1G42430	N/A	2.90151	1.84573	3.64434	0	0	0.9814660363507135
Pp1s138_37V6	XLOC_005154	AT5G24340	3\'-5\' exonuclease domain-containing protein	33.0768	13.9081	22.2856	0	-1.2498943231116715	0
Pp1s138_35V6	XLOC_005153	AT3G17670	tetratricopeptide repeat (TPR)-containing protein	1.78943	0.0760575	24.7112	3.7875930572900156	0	0
Pp1s138_35V6	XLOC_005152	AT3G17670	tetratricopeptide repeat (TPR)-containing protein	6.06318	4.47239	9.21417	0.6037795627588115	0	1.0428082165630328
Pp1s99_171V6	XLOC_036156	N/A	N/A	31.4272	7.52193	4.43985	-2.8234309000733244	-2.0628389555837576	-0.7605919444895669
Pp1s99_180V6	XLOC_036159	AT4G33625	N/A	33.6706	9.68733	13.4091	-1.3282770209652879	-1.797318436594137	0
Pp1s80_68V6	XLOC_033478	N/A	N/A	5.45224	0.0531126	0.0	-Inf	0	0
Pp1s273_14V6	XLOC_017304	AT1G48430	Dihydroxyacetone kinase	17.2649	29.9426	20.9404	0	0.7943575221114392	-0.5159104994452383
Pp1s138_47V6	XLOC_005159	AT4G29360	O-Glycosyl hydrolases family 17 protein	50.7002	36.4709	17.0587	-1.571483731584702	-0.47524563652259283	-1.0962380950621091
-	XLOC_005158	N/A	N/A	12.4136	2.12933	0.662819	-4.227162795348057	-2.5434501055240597	-1.6837126898239976
Pp1s396_43V6	XLOC_024372	N/A	N/A	0.511554	1.48499	1.23692	1.273793749440068	1.5374947708502638	0
-	XLOC_024373	N/A	N/A	2.42945	0.474369	1.55301	0	-2.3565481029580897	0
Pp1s396_10V6	XLOC_024370	AT5G20140	SOUL heme-binding family protein	54.0639	17.9754	6.71834	-3.008488873049796	-1.5886417123303436	-1.4198471607194523
-	XLOC_024376	N/A	N/A	5.94464	0.89137	1.11596	-2.4133041280593854	-2.7374931333471118	0
Pp1s59_183V6	XLOC_029603	AT3G13510	Protein of Unknown Function (DUF239)	8.34646	1.62735	0.167163	-5.641836973788108	-2.3586398643340316	-3.2831971094540755
-	XLOC_024374	N/A	N/A	2.89029	2.13295	4.92357	0	0	1.206854622715592
-	XLOC_024375	N/A	N/A	3.75164	1.11642	1.97734	0	-1.748641521543363	0
Pp1s245_58V6	XLOC_015516	AT3G08920	Rhodanese/Cell cycle control phosphatase superfamily protein	18.0519	20.7352	3.60449	-2.3242836399432196	0	-2.52421491091767
Pp1s245_50V6	XLOC_015514	AT5G44800	chromatin remodeling 4	3.21344	5.05489	10.7877	1.7471968663452175	0.653561162598288	1.0936357037469295
Pp1s397_2V6	XLOC_024379	AT3G28345	ABC transporter family protein	151.338	85.2426	3.0957	-5.611364805599432	-0.82812778169503	-4.783237023904402
Pp1s58_112V6	XLOC_029288	AT1G71980	Protease-associated (PA) RING/U-box zinc finger family protein	11.2762	18.3728	33.2013	1.557958759969724	0.7042905372056166	0.8536682227641074
Pp1s245_43V6	XLOC_015510	AT1G71400	receptor like protein 12	88.5479	70.5037	51.2737	-0.7882390835670748	0	0
Pp1s245_46V6	XLOC_015511	AT1G66150	transmembrane kinase 1	47.2854	26.4234	8.99958	-2.393465221705356	-0.8395786852995787	-1.5538865364057772
Pp1s319_30V6	XLOC_020462	AT5G07990	Cytochrome P450 superfamily protein	3.24084	1.74825	4.87429	0	-0.8904562914923453	1.4792805827866604
Pp1s486_12V6	XLOC_027301	N/A	N/A	1.89417	0.344737	0.0	-Inf	0	0
Pp1s319_46V6	XLOC_020466	AT5G53490	Tetratricopeptide repeat (TPR)-like superfamily protein	95.9345	66.9868	72.6849	0	-0.5181728959620534	0
Pp1s319_47V6	XLOC_020467	AT4G29790	N/A	1.19648	0.354055	1.02504	0	-1.7567508858766328	0
Pp1s319_35V6	XLOC_020464	AT5G40770	prohibitin 3	30.3041	39.9531	25.7934	0	0	-0.6313054906988566
Pp1s24_158V6	XLOC_015061	AT5G04740	ACT domain-containing protein	0.534935	0.36395	6.50062	3.603141817218356	0	4.158765152961226
Pp1s487_18V6	XLOC_027309	N/A	N/A	47.0003	12.8665	19.898	-1.2400465364468263	-1.8690503065610697	0.6290037701142432
Pp1s279_11V6	XLOC_017576	AT5G42310	Pentatricopeptide repeat (PPR-like) superfamily protein	22.1562	5.54374	13.8938	0	-1.9987789644763332	0
Pp1s279_13V6	XLOC_017577	AT4G22130	STRUBBELIG-receptor family 8	2.2634	0.0	0.502777	-2.1705010088639396	-Inf	0
-	XLOC_017574	N/A	N/A	3.61042	0.125137	0.0	-Inf	0	0
Pp1s279_9V6	XLOC_017575	AT4G30080	auxin response factor 16	72.7308	20.33	28.659	-1.3435781748187428	-1.8389562300801683	0
Pp1s278_53V6	XLOC_017572	N/A	N/A	0.0	0.0	2.8975	+Inf	0	+Inf
Pp1s278_53V6	XLOC_017573	N/A	N/A	0.0	0.0	1.97827	+Inf	0	+Inf
Pp1s278_42V6	XLOC_017570	AT3G17340	ARM repeat superfamily protein	2.93206	5.1094	4.43571	0.5972504211060611	0.8012392582785882	0
Pp1s332_39V6	XLOC_021220	AT1G33410	SUPPRESSOR OF AUXIN RESISTANCE1	3.37582	6.81756	5.4921	0.702119913223996	1.0140175110204406	0
Pp1s201_75V6	XLOC_012058	AT4G13640	Homeodomain-like superfamily protein	1.96442	3.83027	15.6382	2.9928991429309266	0.9633426769405747	2.0295564659903516
Pp1s279_16V6	XLOC_017579	AT5G35180	Protein of unknown function (DUF1336)	45.0985	19.4508	22.1045	-1.0287393483307476	-1.2132499558444079	0
Pp1s58_279V6	XLOC_029414	N/A	N/A	0.0	3.29093	8.41355	+Inf	0	0
Pp1s217_29V6	XLOC_013267	AT4G17040	CLP protease R subunit 4	10.6329	20.9288	10.916	0	0.9769544649314487	-0.9390452940629
Pp1s217_14V6	XLOC_013264	N/A	N/A	5.94048	9.8143	5.50726	0	0	-0.8335506515440787
Pp1s217_25V6	XLOC_013265	AT2G30060	Pleckstrin homology (PH) domain superfamily protein	116.903	162.282	64.7819	-0.8516492662906754	0.4731910346463943	-1.3248403009370695
Pp1s217_12V6	XLOC_013262	AT2G11000	MAK10 homologue	30.3371	18.5877	25.4594	0	-0.706734915837524	0
Pp1s58_274V6	XLOC_029411	AT5G02010	RHO guanyl-nucleotide exchange factor 7	0.470334	1.15223	6.07981	3.6922687066061632	1.2926711939644369	2.3995975126417264
Pp1s220_18V6	XLOC_013741	AT3G11210	SGNH hydrolase-type esterase superfamily protein	12.9549	10.9283	55.995	2.1118001300896663	0	2.3572290157009674
Pp1s217_11V6	XLOC_013261	AT5G04510	3\'-phosphoinositide-dependent protein kinase 1	8.9653	16.35	17.6587	0.9779553734437484	0.8668668707439761	0
Pp1s98_28V6	XLOC_036054	N/A	N/A	11.9535	7.60011	11.3323	0	-0.6533408983733977	0.576348495172641
Pp1s58_289V6	XLOC_029418	AT3G48180	N/A	46.5478	61.3814	14.3226	-1.700419572286096	0	-2.0995081408119334
Pp1s217_34V6	XLOC_013268	AT2G27470	nuclear factor Y, subunit B11	18.9207	23.1978	14.8182	0	0	-0.6466177806942286
Pp1s219_51V6	XLOC_013440	AT3G06920	Tetratricopeptide repeat (TPR)-like superfamily protein	0.425725	1.47359	1.49567	1.8127981809552036	1.791341458620999	0
Pp1s410_17V6	XLOC_025247	AT2G27170	Structural maintenance of chromosomes (SMC) family protein	5.92636	11.3029	11.9398	1.0105604992762136	0.9314748029304961	0
Pp1s316_8V6	XLOC_020322	AT4G33280	AP2/B3-like transcriptional factor family protein	8.32945	15.4268	3.02016	-1.4635962547708594	0.8891456913611704	-2.35274194613203
Pp1s25_27V6	XLOC_015776	AT1G53130	Stigma-specific Stig1 family protein	0.0	0.0	6.77827	+Inf	0	+Inf
Pp1s1_742V6	XLOC_000351	N/A	N/A	1.32706	0.0	0.644156	0	-Inf	0
Pp1s66_47V6	XLOC_030878	AT1G67090	ribulose bisphosphate carboxylase small chain 1A	3.47501	0.870422	0.0	-Inf	-1.9972302030525577	0
Pp1s66_50V6	XLOC_030879	N/A	N/A	13.3564	8.25866	14.0032	0	-0.6935515824524956	0.7617769255429231
