accession	annotator_id	csid	date	value	source
Pp1s284_71V6.1	cosmoss		2010-05-05 18:36:27	amino acid selective channel protein	cosmoss|blast2go_V1.6
Pp1s284_7V6.1	cosmoss		2010-05-05 18:36:27	pyruvate kinase	cosmoss|blast2go_V1.6
Pp1s284_9V6.1	cosmoss		2010-05-05 18:36:27	atp binding	cosmoss|blast2go_V1.6
Pp1s285_10V6.1	cosmoss		2010-05-05 18:36:27	cysteine protease	cosmoss|blast2go_V1.6
Pp1s285_11V6.1	cosmoss		2010-05-05 18:36:27	ribosomal protein l6	cosmoss|blast2go_V1.6
Pp1s285_12V6.1	cosmoss		2010-05-05 18:36:27	peroxisome biogenesis	cosmoss|blast2go_V1.6
Pp1s285_15V6.1	cosmoss		2010-05-05 18:36:27	endo- - -beta-d-	cosmoss|blast2go_V1.6
Pp1s285_18V6.1	cosmoss		2010-05-05 18:36:27	erythroblast macrophage protein	cosmoss|blast2go_V1.6
Pp1s285_23V6.1	cosmoss		2010-05-05 18:36:27	retrotransposon nucleocapsid protein	cosmoss|blast2go_V1.6
Pp1s285_32V6.1	cosmoss		2010-05-05 18:36:27	ras-related protein rab-21	cosmoss|blast2go_V1.6
Pp1s28_54V6.1	cosmoss		2010-05-05 18:36:27	af402605_1homeodomain leucine zipper protein hdz2	cosmoss|blast2go_V1.6
Pp1s2860_1V6.1	cosmoss		2010-05-05 18:36:27	nadh:flavin oxidoreductase nadh oxidase	cosmoss|blast2go_V1.6
Pp1s2860_3V6.1	cosmoss		2010-05-05 18:36:27	integral membrane sensor signal transduction histidine kinase	cosmoss|blast2go_V1.6
Pp1s28_60V6.1	cosmoss		2010-05-05 18:36:27	hypothetical protein [Vitis vinifera]	cosmoss|blast2go_V1.6
Pp1s286_11V6.1	cosmoss		2010-05-05 18:36:27	protein kinase	cosmoss|blast2go_V1.6
Pp1s286_12V6.1	cosmoss		2010-05-05 18:36:27	coproporphyrinogen iii oxidase	cosmoss|blast2go_V1.6
Pp1s286_14V6.1	cosmoss		2010-05-05 18:36:27	prolyl-trna synthetase	cosmoss|blast2go_V1.6
Pp1s286_28V6.1	cosmoss		2010-05-05 18:36:27	cys2 his2 zinc-finger transcription factor	cosmoss|blast2go_V1.6
Pp1s286_33V6.1	cosmoss		2010-05-05 18:36:27	adhesion regulating molecule family	cosmoss|blast2go_V1.6
Pp1s286_33V6.3	cosmoss		2010-05-05 18:36:27	adhesion regulating molecule family	cosmoss|blast2go_V1.6
Pp1s286_35V6.1	cosmoss		2010-05-05 18:36:27	aspartate kinase	cosmoss|blast2go_V1.6
Pp1s286_35V6.2	cosmoss		2010-05-05 18:36:27	aspartate kinase	cosmoss|blast2go_V1.6
Pp1s286_43V6.1	cosmoss		2010-05-05 18:36:27	zinc ion binding	cosmoss|blast2go_V1.6
Pp1s286_47V6.1	cosmoss		2010-05-05 18:36:27	protein binding	cosmoss|blast2go_V1.6
Pp1s286_50V6.1	cosmoss		2010-05-05 18:36:27	transporter associated with antigen processing-like protein	
Pp1s286_51V6.1	cosmoss		2010-05-05 18:36:27	mitochondrial protein	cosmoss|blast2go_V1.6
Pp1s286_52V6.1	cosmoss		2010-05-05 18:36:27	uv excision repair protein	cosmoss|blast2go_V1.6
Pp1s286_53V6.1	cosmoss		2010-05-05 18:36:27	delta 5 fatty acid desaturase	cosmoss|blast2go_V1.6
Pp1s286_5V6.1	cosmoss		2010-05-05 18:36:27	riboflavin biosynthesis protein	cosmoss|blast2go_V1.6
Pp1s286_68V6.1	cosmoss		2010-05-05 18:36:27	serine-threonine protein	cosmoss|blast2go_V1.6
Pp1s28_66V6.1	cosmoss		2010-05-05 18:36:27	calcineurin b-like protein 3	cosmoss|blast2go_V1.6
Pp1s28_66V6.2	cosmoss		2010-05-05 18:36:27	calcineurin b-like protein 3	cosmoss|blast2go_V1.6
Pp1s28_67V6.1	cosmoss		2010-05-05 18:36:27	dna repair protein	cosmoss|blast2go_V1.6
Pp1s287_13V6.1	cosmoss		2010-05-05 18:36:27	heavy metal translocating p-type atpase	cosmoss|blast2go_V1.6
Pp1s287_18V6.1	cosmoss		2010-05-05 18:36:27	chaperonin	cosmoss|blast2go_V1.6
Pp1s287_20V6.1	cosmoss		2010-05-05 18:36:27	40s ribosomal protein s23	cosmoss|blast2go_V1.6
Pp1s287_23V6.1	cosmoss		2010-05-05 18:36:27	patched-like protein	cosmoss|blast2go_V1.6
Pp1s287_29V6.1	cosmoss		2010-05-05 18:36:27	dicarboxylate tricarboxylate carrier	cosmoss|blast2go_V1.6
Pp1s287_30V6.1	cosmoss		2010-05-05 18:36:27	dicarboxylate tricarboxylate carrier	cosmoss|blast2go_V1.6
Pp1s287_31V6.1	cosmoss		2010-05-05 18:36:27	peptidoglycan-binding	cosmoss|blast2go_V1.6
Pp1s287_32V6.1	cosmoss		2010-05-05 18:36:27	histidine triad	cosmoss|blast2go_V1.6
Pp1s287_33V6.1	cosmoss		2010-05-05 18:36:27	histidine triad	cosmoss|blast2go_V1.6
Pp1s287_34V6.1	cosmoss		2010-05-05 18:36:27	40s ribosomal protein	cosmoss|blast2go_V1.6
Pp1s287_51V6.1	cosmoss		2010-05-05 18:36:27	naringenin 3-dioxygenase like protein	cosmoss|blast2go_V1.6
Pp1s287_51V6.2	cosmoss		2010-05-05 18:36:27	naringenin 3-dioxygenase like protein	cosmoss|blast2go_V1.6
Pp1s287_51V6.3	cosmoss		2010-05-05 18:36:27	naringenin 3-dioxygenase like protein	cosmoss|blast2go_V1.6
Pp1s287_51V6.4	cosmoss		2010-05-05 18:36:27	naringenin 3-dioxygenase like protein	cosmoss|blast2go_V1.6
Pp1s287_55V6.1	cosmoss		2010-05-05 18:36:27	plasma membrane associated protein	cosmoss|blast2go_V1.6
Pp1s287_56V6.1	cosmoss		2010-05-05 18:36:27	plasma membrane associated protein	cosmoss|blast2go_V1.6
Pp1s287_56V6.2	cosmoss		2010-05-05 18:36:27	plasma membrane associated protein	cosmoss|blast2go_V1.6
Pp1s287_61V6.1	cosmoss		2010-05-05 18:36:27	atp synthase gamma chain	cosmoss|blast2go_V1.6
Pp1s287_61V6.2	cosmoss		2010-05-05 18:36:27	atp synthase gamma chain	cosmoss|blast2go_V1.6
Pp1s287_65V6.1	cosmoss		2010-05-05 18:36:27	charged multivesicular body protein 4b	cosmoss|blast2go_V1.6
Pp1s287_67V6.1	cosmoss		2010-05-05 18:36:27	senescence-associated protein dh	cosmoss|blast2go_V1.6
Pp1s287_67V6.2	cosmoss		2010-05-05 18:36:27	senescence-associated protein dh	cosmoss|blast2go_V1.6
Pp1s287_67V6.3	cosmoss		2010-05-05 18:36:27	senescence-associated protein dh	cosmoss|blast2go_V1.6
Pp1s287_67V6.4	cosmoss		2010-05-05 18:36:27	senescence-associated protein dh	cosmoss|blast2go_V1.6
Pp1s287_6V6.1	cosmoss		2010-05-05 18:36:27	3-ketoacyl- synthase	cosmoss|blast2go_V1.6
Pp1s2877_1V6.1	cosmoss		2010-05-05 18:36:27	n-methyl-l-tryptophan oxidase	cosmoss|blast2go_V1.6
Pp1s287_72V6.1	cosmoss		2010-05-05 18:36:27	secreted chitinase	cosmoss|blast2go_V1.6
Pp1s287_8V6.1	cosmoss		2010-05-05 18:36:27	pol polyprotein	cosmoss|blast2go_V1.6
Pp1s288_10V6.1	cosmoss		2010-05-05 18:36:27	60s ribosomal protein l38	cosmoss|blast2go_V1.6
Pp1s288_13V6.1	cosmoss		2010-05-05 18:36:27	abc transporter related	
Pp1s288_14V6.1	cosmoss		2010-05-05 18:36:27	membrane protein	cosmoss|blast2go_V1.6
Pp1s288_23V6.1	cosmoss		2010-05-05 18:36:27	luminal binding protein	cosmoss|blast2go_V1.6
Pp1s28_82V6.1	cosmoss		2010-05-05 18:36:27	rna polymerase sigma factor	cosmoss|blast2go_V1.6
Pp1s2883_4V6.1	cosmoss		2010-05-05 18:36:27	abc transporter related	cosmoss|blast2go_V1.6
Pp1s288_36V6.1	cosmoss		2010-05-05 18:36:27	dynamin family protein	cosmoss|blast2go_V1.6
Pp1s288_38V6.1	cosmoss		2010-05-05 18:36:27	dr1-like protein	cosmoss|blast2go_V1.6
Pp1s288_3V6.1	cosmoss		2010-05-05 18:36:27	dioscorin precursor	cosmoss|blast2go_V1.6
Pp1s288_40V6.1	cosmoss		2010-05-05 18:36:27	zinc c3hc4 type family protein	cosmoss|blast2go_V1.6
Pp1s288_42V6.1	cosmoss		2010-05-05 18:36:27	t-dirnahydrouridine synthase	cosmoss|blast2go_V1.6
Pp1s288_43V6.2	cosmoss		2010-05-05 18:36:27	ras-related protein rab-6a	cosmoss|blast2go_V1.6
Pp1s288_45V6.1	cosmoss		2010-05-05 18:36:27	small nuclear ribonucleoprotein d2	cosmoss|blast2go_V1.6
Pp1s288_4V6.1	cosmoss		2010-05-05 18:36:27	no apical meristem	cosmoss|blast2go_V1.6
Pp1s288_52V6.1	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.2	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.3	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.4	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.5	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.6	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.7	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_52V6.8	cosmoss		2010-05-05 18:36:27	glycerophosphodiester phosphodiesterase	cosmoss|blast2go_V1.6
Pp1s288_56V6.1	cosmoss		2010-05-05 18:36:27	cytochrome p450	cosmoss|blast2go_V1.6
Pp1s28_86V6.1	cosmoss		2010-05-05 18:36:27	rna polymerase sigma factor	cosmoss|blast2go_V1.6
Pp1s289_11V6.1	cosmoss		2010-05-05 18:36:27	acyltransferase like 1	cosmoss|blast2go_V1.6
Pp1s289_11V6.2	cosmoss		2010-05-05 18:36:27	acyltransferase like 1	cosmoss|blast2go_V1.6
Pp1s2891_3V6.1	cosmoss		2010-05-05 18:36:27	aldo keto reductase	cosmoss|blast2go_V1.6
Pp1s289_16V6.1	cosmoss		2010-05-05 18:36:27	retrotransposon nucleocapsid protein	cosmoss|blast2go_V1.6
Pp1s289_19V6.1	cosmoss		2010-05-05 18:36:27	c-4 sterol methyl oxidase	cosmoss|blast2go_V1.6
Pp1s289_23V6.1	cosmoss		2010-05-05 18:36:27	dna binding	cosmoss|blast2go_V1.6
Pp1s289_24V6.1	cosmoss		2010-05-05 18:36:27	tigger transposable element-derived protein 6	cosmoss|blast2go_V1.6
Pp1s289_37V6.1	cosmoss		2010-05-05 18:36:27	multi-sensor hybrid histidine kinase	cosmoss|blast2go_V1.6
Pp1s289_40V6.1	cosmoss		2010-05-05 18:36:27	phosphopantothenoylcysteine decarboxylase	cosmoss|blast2go_V1.6
Pp1s289_41V6.1	cosmoss		2010-05-05 18:36:27	atp synthase delta chain	cosmoss|blast2go_V1.6
Pp1s289_49V6.1	cosmoss		2010-05-05 18:36:27	ap2 erf domain-containing transcription factor	cosmoss|blast2go_V1.6
Pp1s289_52V6.1	cosmoss		2010-05-05 18:36:27	60s ribosomal protein	cosmoss|blast2go_V1.6
Pp1s289_54V6.1	cosmoss		2010-05-05 18:36:27	leucine-rich repeat-containing	cosmoss|blast2go_V1.6
Pp1s289_62V6.1	cosmoss		2010-05-05 18:36:27	sigma factor sigb regulation protein rsbq	cosmoss|blast2go_V1.6
Pp1s28_96V6.1	cosmoss		2010-05-05 18:36:27	folate biopterin transporter family protein	cosmoss|blast2go_V1.6
Pp1s290_16V6.1	cosmoss		2010-05-05 18:36:27	p-type ii calcium atpase	cosmoss|blast2go_V1.6
Pp1s290_16V6.2	cosmoss		2010-05-05 18:36:27	autoinhibited calcium atpase	cosmoss|blast2go_V1.6
Pp1s290_16V6.3	cosmoss		2010-05-05 18:36:27	autoinhibited calcium atpase	cosmoss|blast2go_V1.6
Pp1s290_35V6.1	cosmoss		2010-05-05 18:36:27	signal recognition particle receptor alpha	cosmoss|blast2go_V1.6
Pp1s290_35V6.2	cosmoss		2010-05-05 18:36:27	signal recognition particle receptor alpha	cosmoss|blast2go_V1.6
Pp1s290_40V6.1	cosmoss		2010-05-05 18:36:27	ketol-acid chloroplast	cosmoss|blast2go_V1.6
Pp1s290_42V6.1	cosmoss		2010-05-05 18:36:27	chlorophyllide a oxygenase	cosmoss|blast2go_V1.6
Pp1s290_44V6.1	cosmoss		2010-05-05 18:36:27	40s ribosomal protein s16	cosmoss|blast2go_V1.6
Pp1s290_4V6.1	cosmoss		2010-05-05 18:36:27	calcium calmodulin-dependent protein kinase	cosmoss|blast2go_V1.6
Pp1s2909_1V6.1	cosmoss		2010-05-05 18:36:27	phytanoyl- dioxygenase	cosmoss|blast2go_V1.6
Pp1s2909_3V6.1	cosmoss		2010-05-05 18:36:27	transcriptional family	cosmoss|blast2go_V1.6
Pp1s290_9V6.1	cosmoss		2010-05-05 18:36:27	atp-dependent dna helicase	cosmoss|blast2go_V1.6
Pp1s29_101V6.1	cosmoss		2010-05-05 18:36:27	ef-hand calcium binding	cosmoss|blast2go_V1.6
Pp1s29_102V6.1	cosmoss		2010-05-05 18:36:27	peptidase acyl-coenzyme a 6-aminopenicillanic acid acyl-transferase	cosmoss|blast2go_V1.6
Pp1s29_103V6.1	cosmoss		2010-05-05 18:36:27	lon peptidase peroxisomal	cosmoss|blast2go_V1.6
Pp1s29_108V6.1	cosmoss		2010-05-05 18:36:27	multidrug pheromone mdr abc transporter family	
Pp1s29_109V6.1	cosmoss		2010-05-05 18:36:27	transferring glycosyl groups	cosmoss|blast2go_V1.6
Pp1s29_114V6.1	cosmoss		2010-05-05 18:36:27	calcium-dependent nuclease	cosmoss|blast2go_V1.6
Pp1s29_114V6.2	cosmoss		2010-05-05 18:36:27	calcium-dependent nuclease	cosmoss|blast2go_V1.6
Pp1s29_118V6.1	cosmoss		2010-05-05 18:36:27	choline transporter like family	cosmoss|blast2go_V1.6
Pp1s29_118V6.2	cosmoss		2010-05-05 18:36:27	choline transporter like family	cosmoss|blast2go_V1.6
Pp1s291_20V6.1	cosmoss		2010-05-05 18:36:27	chromodomain-helicase-dna-binding protein	
Pp1s291_22V6.1	cosmoss		2010-05-05 18:36:27	auxin-repressed kda protein	cosmoss|blast2go_V1.6
Pp1s291_22V6.2	cosmoss		2010-05-05 18:36:27	auxin-repressed kda protein	cosmoss|blast2go_V1.6
Pp1s291_22V6.4	cosmoss		2010-05-05 18:36:27	auxin-repressed kda protein	cosmoss|blast2go_V1.6
Pp1s291_22V6.6	cosmoss		2010-05-05 18:36:27	auxin-repressed kda protein	cosmoss|blast2go_V1.6
Pp1s29_123V6.1	cosmoss		2010-05-05 18:36:27	er lumen protein retaining	cosmoss|blast2go_V1.6
Pp1s29_125V6.1	cosmoss		2010-05-05 18:36:27	carboxyl-terminal protease	cosmoss|blast2go_V1.6
Pp1s29_127V6.1	cosmoss		2010-05-05 18:36:27	serine hydroxymethyltransferase	cosmoss|blast2go_V1.6
Pp1s291_28V6.1	cosmoss		2010-05-05 18:36:27	aluminium resistance family protein	cosmoss|blast2go_V1.6
Pp1s291_29V6.1	cosmoss		2010-05-05 18:36:27	dihydroorotate dehydrogenase	cosmoss|blast2go_V1.6
Pp1s29_130V6.1	cosmoss		2010-05-05 18:36:27	brassinosteroid insensitive 1-associated receptor kinase 1	cosmoss|blast2go_V1.6
Pp1s291_30V6.1	cosmoss		2010-05-05 18:36:27	nucleotide pyrophosphatase	cosmoss|blast2go_V1.6
Pp1s291_32V6.1	cosmoss		2010-05-05 18:36:27	af361611_1 at2g02370	cosmoss|blast2go_V1.6
Pp1s291_32V6.4	cosmoss		2010-05-05 18:36:27	af361611_1 at2g02370	cosmoss|blast2go_V1.6
Pp1s291_35V6.1	cosmoss		2010-05-05 18:36:27	serine hydroxymethyltransferase	cosmoss|blast2go_V1.6
Pp1s291_39V6.1	cosmoss		2010-05-05 18:36:27	porphobilinogen deaminase	cosmoss|blast2go_V1.6
Pp1s29_140V6.1	cosmoss		2010-05-05 18:36:27	chaperone protein dnaj 10	cosmoss|blast2go_V1.6
Pp1s291_40V6.1	cosmoss		2010-05-05 18:36:27	carnitine racemase like protein	cosmoss|blast2go_V1.6
Pp1s29_140V6.2	cosmoss		2010-05-05 18:36:27	chaperone protein	cosmoss|blast2go_V1.6
Pp1s291_43V6.1	cosmoss		2010-05-05 18:36:27	transaldolase-like protein	cosmoss|blast2go_V1.6
Pp1s291_44V6.1	cosmoss		2010-05-05 18:36:27	snrk1-interacting protein 1	cosmoss|blast2go_V1.6
Pp1s29_146V6.1	cosmoss		2010-05-05 18:36:27	choline-phosphate cytidylyltransferase b	cosmoss|blast2go_V1.6
Pp1s291_47V6.1	cosmoss		2010-05-05 18:36:27	wd and tetratricopeptide repeat	cosmoss|blast2go_V1.6
Pp1s291_49V6.1	cosmoss		2010-05-05 18:36:27	tubulin-specific chaperone a	cosmoss|blast2go_V1.6
Pp1s29_152V6.1	cosmoss		2010-05-05 18:36:27	dihydroorotate dehydrogenase	cosmoss|blast2go_V1.6
Pp1s291_53V6.1	cosmoss		2010-05-05 18:36:27	choline-phosphate cytidylyltransferase b	cosmoss|blast2go_V1.6
Pp1s291_53V6.2	cosmoss		2010-05-05 18:36:27	choline-phosphate cytidylyltransferase b	cosmoss|blast2go_V1.6
Pp1s291_53V6.3	cosmoss		2010-05-05 18:36:27	choline-phosphate cytidylyltransferase b	cosmoss|blast2go_V1.6
Pp1s291_59V6.1	cosmoss		2010-05-05 18:36:27	arginine serine-rich coiled coil	cosmoss|blast2go_V1.6
Pp1s291_62V6.1	cosmoss		2010-05-05 18:36:27	heat shock protein 90	cosmoss|blast2go_V1.6
Pp1s29_166V6.1	cosmoss		2010-05-05 18:36:27	af385698_1 at2g43780	cosmoss|blast2go_V1.6
Pp1s29_168V6.1	cosmoss		2010-05-05 18:36:27	rna polymerase 2	cosmoss|blast2go_V1.6
Pp1s29_169V6.1	cosmoss		2010-05-05 18:36:27	dna-directed rna polymerase subunit b	cosmoss|blast2go_V1.6
Pp1s29_171V6.1	cosmoss		2010-05-05 18:36:27	uracil-dna glycosylase	cosmoss|blast2go_V1.6
Pp1s29_173V6.1	cosmoss		2010-05-05 18:36:27	dna-directed rna polymerase beta	cosmoss|blast2go_V1.6
Pp1s29_176V6.1	cosmoss		2010-05-05 18:36:27	d6 d11-like helicase	cosmoss|blast2go_V1.6
Pp1s2918_1V6.1	cosmoss		2010-05-05 18:36:27	rna polymerase sigma factor	cosmoss|blast2go_V1.6
Pp1s29_183V6.1	cosmoss		2010-05-05 18:36:27	hydantoinase carbamoylase family	cosmoss|blast2go_V1.6
Pp1s29_188V6.1	cosmoss		2010-05-05 18:36:27	mitochondrial precursor	cosmoss|blast2go_V1.6
Pp1s29_192V6.1	cosmoss		2010-05-05 18:36:27	atp binding	cosmoss|blast2go_V1.6
Pp1s29_195V6.1	cosmoss		2010-05-05 18:36:27	proline synthetase associated	cosmoss|blast2go_V1.6
Pp1s29_196V6.1	cosmoss		2010-05-05 18:36:27	hypothetical protein OsI_03162 [Oryza sativa Indica Group]	cosmoss|blast2go_V1.6
Pp1s292_10V6.1	cosmoss		2010-05-05 18:36:27	d111 g-patch domain-containing protein	cosmoss|blast2go_V1.6
Pp1s292_14V6.1	cosmoss		2010-05-05 18:36:27	40s ribosomal protein	cosmoss|blast2go_V1.6
Pp1s292_16V6.1	cosmoss		2010-05-05 18:36:27	leucine rich repeat containing 50	cosmoss|blast2go_V1.6
Pp1s292_17V6.1	cosmoss		2010-05-05 18:36:27	ubiquitin-activating enzyme	cosmoss|blast2go_V1.6
Pp1s292_18V6.1	cosmoss		2010-05-05 18:36:27	catalase	cosmoss|blast2go_V1.6
Pp1s292_1V6.1	cosmoss		2010-05-05 18:36:27	chalcone synthase	cosmoss|blast2go_V1.6
Pp1s29_221V6.1	cosmoss		2010-05-05 18:36:27	cytosine deaminase	cosmoss|blast2go_V1.6
Pp1s29_221V6.2	cosmoss		2010-05-05 18:36:27	cytosine deaminase	cosmoss|blast2go_V1.6
Pp1s29_222V6.1	cosmoss		2010-05-05 18:36:27	40s ribosomal protein	cosmoss|blast2go_V1.6
Pp1s29_226V6.1	cosmoss		2010-05-05 18:36:27	s-adenosylmethionine decarboxylase	cosmoss|blast2go_V1.6
Pp1s29_234V6.1	cosmoss		2010-05-05 18:36:27	s-adenosylmethionine decarboxylase	cosmoss|blast2go_V1.6
Pp1s292_39V6.1	cosmoss		2010-05-05 18:36:27	cysteine protease	cosmoss|blast2go_V1.6
Pp1s292_39V6.2	cosmoss		2010-05-05 18:36:27	cysteine protease	cosmoss|blast2go_V1.6
Pp1s292_3V6.1	cosmoss		2010-05-05 18:36:27	sucrose phosphate phosphatase	cosmoss|blast2go_V1.6
Pp1s29_241V6.1	cosmoss		2010-05-05 18:36:27	cellulose synthase	cosmoss|blast2go_V1.6
Pp1s29_244V6.1	cosmoss		2010-05-05 18:36:27	prp4 pre-mrna processing factor 4 homolog	cosmoss|blast2go_V1.6
Pp1s29_244V6.2	cosmoss		2010-05-05 18:36:27	prp4 pre-mrna processing factor 4 homolog	cosmoss|blast2go_V1.6
Pp1s29_244V6.3	cosmoss		2010-05-05 18:36:27	prp4 pre-mrna processing factor 4 homolog	cosmoss|blast2go_V1.6
Pp1s29_248V6.1	cosmoss		2010-05-05 18:36:27	tripartite motif protein 39	cosmoss|blast2go_V1.6
Pp1s29_249V6.1	cosmoss		2010-05-05 18:36:27	protein kinase	cosmoss|blast2go_V1.6
Pp1s29_251V6.1	cosmoss		2010-05-05 18:36:27	pattern formation	cosmoss|blast2go_V1.6
Pp1s292_51V6.1	cosmoss		2010-05-05 18:36:27	l-galactose-1-phosphate phosphatase	cosmoss|blast2go_V1.6
Pp1s292_51V6.2	cosmoss		2010-05-05 18:36:27	l-galactose-1-phosphate phosphatase	cosmoss|blast2go_V1.6
Pp1s29_256V6.1	cosmoss		2010-05-05 18:36:27	enoyl-acp reductase	cosmoss|blast2go_V1.6
Pp1s29_256V6.2	cosmoss		2010-05-05 18:36:27	enoyl-acp reductase	cosmoss|blast2go_V1.6
Pp1s292_5V6.1	cosmoss		2010-05-05 18:36:27	dreb-like protein 1	cosmoss|blast2go_V1.6
Pp1s292_64V6.1	cosmoss		2010-05-05 18:36:27	aminopeptidase-like protein	cosmoss|blast2go_V1.6
Pp1s29_267V6.1	cosmoss		2010-05-05 18:36:27	chloroplast post-illumination chlorophyll fluorescence increase protein	cosmoss|blast2go_V1.6
Pp1s29_267V6.2	cosmoss		2010-05-05 18:36:27	chloroplast post-illumination chlorophyll fluorescence increase protein	cosmoss|blast2go_V1.6
Pp1s29_268V6.1	cosmoss		2010-05-05 18:36:27	armadillo beta-catenin repeat family protein	cosmoss|blast2go_V1.6
Pp1s29_285V6.1	cosmoss		2010-05-05 18:36:27	mitogen-activated protein kinase 4	cosmoss|blast2go_V1.6
Pp1s29_308V6.1	cosmoss		2010-05-05 18:36:27	kiaa0372 gene product isoform cra_a	cosmoss|blast2go_V1.6
Pp1s29_308V6.2	cosmoss		2010-05-05 18:36:27	o-linked n-acetylglucosamine	cosmoss|blast2go_V1.6
Pp1s293_107V6.1	cosmoss		2010-05-05 18:36:27	fanciful k+ uptake-b family transporter	cosmoss|blast2go_V1.6
Pp1s29_311V6.1	cosmoss		2010-05-05 18:36:27	phosphoenolpyruvate carboxylase	cosmoss|blast2go_V1.6
Pp1s293_11V6.1	cosmoss		2010-05-05 18:36:27	kelch repeat-containing serine threonine phosphoesterase family expressed	cosmoss|blast2go_V1.6
Pp1s29_313V6.1	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s29_313V6.2	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s293_16V6.1	cosmoss		2010-05-05 18:36:27	adenylate translocator (brittle-1)-like protein	cosmoss|blast2go_V1.6
Pp1s293_16V6.2	cosmoss		2010-05-05 18:36:27	adenylate translocator (brittle-1)-like protein	cosmoss|blast2go_V1.6
Pp1s293_16V6.3	cosmoss		2010-05-05 18:36:27	adenylate translocator (brittle-1)-like protein	cosmoss|blast2go_V1.6
Pp1s29_318V6.1	cosmoss		2010-05-05 18:36:27	pectin methylesterase-like protein	cosmoss|blast2go_V1.6
Pp1s293_24V6.1	cosmoss		2010-05-05 18:36:27	protein kinase	cosmoss|blast2go_V1.6
Pp1s293_27V6.1	cosmoss		2010-05-05 18:36:27	silencing group b protein	cosmoss|blast2go_V1.6
Pp1s293_29V6.1	cosmoss		2010-05-05 18:36:27	translocator protein	cosmoss|blast2go_V1.6
Pp1s29_333V6.1	cosmoss		2010-05-05 18:36:27	transcription initiation factor iia gamma chain	cosmoss|blast2go_V1.6
Pp1s293_34V6.1	cosmoss		2010-05-05 18:36:27	chromodomain helicase dna binding protein 1-like	
Pp1s29_338V6.1	cosmoss		2010-05-05 18:36:27	hydroxyethylthiazole kinase	cosmoss|blast2go_V1.6
Pp1s293_40V6.1	cosmoss		2010-05-05 18:36:27	peroxisomal glycolate oxidase	cosmoss|blast2go_V1.6
Pp1s293_53V6.1	cosmoss		2010-05-05 18:36:27	ap2 erf domain-containing transcription factor	cosmoss|blast2go_V1.6
Pp1s293_5V6.1	cosmoss		2010-05-05 18:36:27	kinesin-13a atp binding microtubule motor	cosmoss|blast2go_V1.6
Pp1s293_60V6.1	cosmoss		2010-05-05 18:36:27	ap2 erf domain-containing transcription factor	cosmoss|blast2go_V1.6
Pp1s293_70V6.1	cosmoss		2010-05-05 18:36:27	multidrug resistance protein abc transporter family	
Pp1s293_76V6.1	cosmoss		2010-05-05 18:36:27	lectin protein	cosmoss|blast2go_V1.6
Pp1s293_79V6.1	cosmoss		2010-05-05 18:36:27	short-chain dehydrogenase reductase sdr	cosmoss|blast2go_V1.6
Pp1s293_7V6.1	cosmoss		2010-05-05 18:36:27	sphingosine kinase	cosmoss|blast2go_V1.6
Pp1s293_87V6.1	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s293_87V6.2	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s293_87V6.3	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s293_87V6.4	cosmoss		2010-05-05 18:36:27	nad-dependent epimerase dehydratase	cosmoss|blast2go_V1.6
Pp1s293_8V6.1	cosmoss		2010-05-05 18:36:27	amino acid permease	cosmoss|blast2go_V1.6
Pp1s293_91V6.1	cosmoss		2010-05-05 18:36:27	phosphoglycerate kinase	cosmoss|blast2go_V1.6
Pp1s29_39V6.1	cosmoss		2010-05-05 18:36:27	lipase class 3 family protein	cosmoss|blast2go_V1.6
Pp1s293_9V6.1	cosmoss		2010-05-05 18:36:27	mgc81149 protein	cosmoss|blast2go_V1.6
Pp1s294_11V6.1	cosmoss		2010-05-05 18:36:27	glycoside hydrolase family 28 expressed	cosmoss|blast2go_V1.6
Pp1s294_16V6.1	cosmoss		2010-05-05 18:36:27	nodulin-like protein 5ng4	cosmoss|blast2go_V1.6
Pp1s294_17V6.1	cosmoss		2010-05-05 18:36:27	cbs domain-containing	cosmoss|blast2go_V1.6
